parcel_id,zona_provincia,tipo_olivar,riego,superficie_ha,variedad,estado_fenologico,tipo_suelo,drenaje,pendiente_%,distancia_rio_m,altitud_m,rain_72h_mm,rain_7d_mm,temp_media_7d,humedad_suelo_%,profundidad_suelo_cm,materia_organica_%,rendimiento_esperado_kg_ha,precio_mercado_eur_kg,coste_variable_ha,duracion_encharcamiento_dias,pct_perdida
OLV_42_1462,Jaén,Intensivo,Riego,42.79,Picual,Engorde,Franco,Malo,2.2,2088.7,477.0,192.2,380.0,20.7,71.2,84,1.41,10951,0.81,1296,4.1,0.1785
OLV_42_1463,Jaén,Intensivo,Secano,36.01,Picual,Engorde,Franco,Bueno,2.0,2181.3,567.0,151.3,380.0,17.7,48.1,126,1.83,6905,0.77,1418,2.23,0.0256
OLV_42_1464,Sevilla,Superintensivo,Secano,7.78,Manzanilla,Reposo,Franco,Moderado,0.7,2272.8,110.0,167.9,311.6,14.6,54.6,135,2.57,8811,0.79,1674,3.85,0.0
OLV_42_1465,Granada,Tradicional,Riego,32.55,Hojiblanca,Engorde,Limoso,Malo,6.0,952.3,571.0,56.9,200.0,19.8,65.2,99,2.08,8305,0.8,1431,0.73,0.0
OLV_42_1466,Córdoba,Superintensivo,Riego,39.65,Manzanilla,Engorde,Arcilloso,Moderado,6.7,2021.7,460.0,13.9,21.5,13.8,23.9,68,2.39,12000,0.79,1991,0.22,0.0
OLV_42_1467,Jaén,Tradicional,Secano,24.32,Picual,Reposo,Limoso,Malo,5.6,221.2,384.0,136.8,235.1,16.0,64.2,131,2.89,5285,0.83,1093,4.52,0.0
OLV_42_1468,Cadiz,Intensivo,Riego,39.22,Manzanilla,Reposo,Franco,Bueno,4.0,653.6,277.0,36.3,94.5,19.3,34.4,96,1.81,11270,0.78,1620,0.47,0.0
OLV_42_1469,Sevilla,Intensivo,Secano,16.58,Picual,Engorde,Arcilloso,Moderado,3.3,641.6,13.0,308.6,380.0,13.8,66.9,120,1.72,6380,0.83,1582,4.88,0.142
OLV_42_1470,Sevilla,Tradicional,Secano,31.33,Manzanilla,Floracion,Arenoso,Moderado,1.6,1154.7,70.0,28.2,83.8,17.2,38.9,71,2.82,5343,0.77,1118,0.05,0.0
OLV_42_1471,Sevilla,Intensivo,Riego,5.96,Cornicabra,Floracion,Franco,Moderado,8.4,34.1,139.0,127.4,380.0,21.0,57.0,131,2.2,10503,0.83,1845,3.78,0.1302
OLV_42_1472,Jaén,Intensivo,Secano,19.97,Picual,Reposo,Arcilloso,Bueno,4.8,1784.5,382.0,95.9,359.6,18.7,35.0,130,1.77,6739,0.82,1383,0.96,0.0
OLV_42_1473,Cadiz,Tradicional,Riego,39.02,Manzanilla,Floracion,Franco-arcilloso,Bueno,8.7,1951.6,19.0,5.0,10.0,19.9,33.2,98,1.27,8874,0.78,1401,0.0,0.0
OLV_42_1474,Málaga,Tradicional,Secano,25.91,Hojiblanca,Reposo,Arcilloso,Malo,2.4,1832.2,225.0,48.5,178.4,16.3,43.5,131,2.9,5067,0.82,1251,0.77,0.0
OLV_42_1475,Jaén,Intensivo,Secano,45.86,Picual,Floracion,Limoso,Bueno,7.0,2074.3,488.0,28.2,55.3,11.5,31.2,130,1.06,6377,0.79,1232,0.0,0.0
OLV_42_1476,Jaén,Tradicional,Riego,42.31,Picual,Engorde,Limoso,Malo,7.5,836.5,424.0,48.9,104.2,18.4,55.1,135,2.99,9669,0.8,1237,1.97,0.0
OLV_42_1477,Córdoba,Tradicional,Secano,30.35,Picual,Brotacion,Arcilloso,Bueno,3.7,57.0,403.0,215.6,272.4,17.7,65.8,64,1.97,5361,0.84,1382,3.65,0.0867
OLV_42_1478,Córdoba,Tradicional,Secano,45.96,Cornicabra,Brotacion,Arenoso,Moderado,4.6,502.8,257.0,132.3,255.5,14.2,32.2,98,1.29,5846,0.84,1113,1.93,0.0
OLV_42_1479,Granada,Tradicional,Riego,13.66,Picual,Brotacion,Arenoso,Malo,4.2,2158.2,583.0,151.8,380.0,18.6,30.8,141,1.25,10043,0.84,1406,1.44,0.0
OLV_42_1480,Córdoba,Intensivo,Riego,34.3,Hojiblanca,Engorde,Limoso,Bueno,2.7,1122.3,506.0,45.2,166.0,18.3,26.4,78,2.01,11340,0.78,1626,0.9,0.0
OLV_42_1481,Jaén,Intensivo,Secano,40.48,Picual,Reposo,Limoso,Moderado,5.7,563.9,525.0,71.4,124.0,16.7,78.4,123,2.98,6401,0.8,1515,0.44,0.0
OLV_42_1482,Jaén,Tradicional,Riego,36.08,Picual,Floracion,Franco-arcilloso,Moderado,7.3,2254.8,611.0,100.4,135.1,12.8,46.1,97,2.26,9362,0.8,1378,1.45,0.0
OLV_42_1483,Sevilla,Intensivo,Riego,48.01,Manzanilla,Brotacion,Franco,Bueno,1.1,572.1,178.0,135.3,309.7,16.4,57.4,138,1.67,10684,0.78,1501,1.41,0.034
OLV_42_1484,Jaén,Tradicional,Secano,5.15,Picual,Engorde,Franco,Bueno,2.5,905.6,563.0,41.3,56.3,22.5,30.1,124,1.71,5308,0.8,992,0.0,0.0
OLV_42_1485,Jaén,Tradicional,Secano,48.9,Picual,Reposo,Franco-arcilloso,Malo,6.8,1849.4,579.0,99.7,134.8,18.9,82.0,41,2.91,5539,0.8,1048,2.6,0.0
OLV_42_1486,Granada,Tradicional,Riego,15.66,Picual,Floracion,Limoso,Moderado,2.1,1393.9,752.0,46.3,58.2,20.9,40.8,97,1.02,9407,0.8,1469,0.25,0.0
OLV_42_1487,Sevilla,Intensivo,Riego,46.44,Hojiblanca,Reposo,Arcilloso,Moderado,6.8,676.6,223.0,75.9,134.9,16.6,79.8,132,2.43,10442,0.75,1627,1.23,0.0
OLV_42_1488,Jaén,Tradicional,Secano,48.54,Picual,Engorde,Franco,Bueno,5.3,226.9,520.0,165.4,265.8,16.3,51.1,36,1.88,5259,0.84,1105,2.45,0.0761
OLV_42_1489,Sevilla,Tradicional,Riego,3.1,Hojiblanca,Floracion,Franco-arcilloso,Moderado,3.2,1920.8,174.0,28.7,35.3,14.0,40.2,122,1.53,8120,0.82,1485,0.3,0.0
OLV_42_1490,Granada,Intensivo,Secano,27.03,Hojiblanca,Reposo,Limoso,Bueno,13.2,1027.4,522.0,53.6,190.2,16.7,41.2,142,2.92,6515,0.83,1728,0.0,0.0
OLV_42_1491,Cadiz,Tradicional,Secano,16.09,Arbequina,Cuajado,Arcilloso,Malo,8.4,1844.3,85.0,118.7,323.8,18.1,82.0,135,2.94,4990,0.82,1023,3.43,0.1225
OLV_42_1492,Sevilla,Tradicional,Secano,17.63,Hojiblanca,Cuajado,Limoso,Malo,13.3,153.2,8.0,185.3,380.0,12.0,77.6,106,1.94,5316,0.8,1172,3.74,0.2198
OLV_42_1493,Málaga,Intensivo,Secano,24.37,Arbequina,Brotacion,Limoso,Bueno,1.0,1010.9,464.0,39.5,44.5,23.1,36.0,103,1.88,6109,0.88,1342,0.71,0.0
OLV_42_1494,Málaga,Tradicional,Secano,36.12,Arbequina,Engorde,Franco,Moderado,5.6,2345.2,77.0,52.8,96.3,17.4,43.7,44,2.18,4119,0.9,1071,0.0,0.0
OLV_42_1495,Jaén,Tradicional,Secano,37.03,Picual,Engorde,Arenoso,Bueno,5.1,825.5,758.0,208.9,380.0,8.9,18.0,74,1.59,5570,0.82,1263,1.34,0.0
OLV_42_1496,Sevilla,Intensivo,Secano,29.27,Arbequina,Engorde,Franco,Malo,4.5,1499.4,265.0,75.0,225.3,17.2,42.9,64,2.92,6035,0.0,1440,1.45,0.0
OLV_42_1497,Málaga,Intensivo,Secano,5.97,Arbequina,Reposo,Arcilloso,Bueno,6.6,2379.1,270.0,97.3,115.5,14.1,47.0,31,2.94,6488,0.9,1423,1.8,0.0
OLV_42_1498,Granada,Tradicional,Secano,16.39,Hojiblanca,Engorde,Franco-arcilloso,Bueno,9.4,776.5,477.0,112.2,380.0,11.9,47.1,80,1.69,5183,0.82,1282,2.72,0.0187
OLV_42_1499,Jaén,Intensivo,Secano,35.8,Picual,Reposo,Franco-arcilloso,Moderado,8.2,2118.4,614.0,61.7,212.1,11.8,34.3,134,2.28,6851,0.86,1539,1.33,0.0
OLV_42_1500,Jaén,Tradicional,Riego,26.82,Picual,Engorde,Arenoso,Moderado,7.9,1482.6,492.0,24.8,70.6,22.7,26.9,45,0.91,8825,0.81,1238,0.15,0.0
OLV_42_1501,Jaén,Tradicional,Secano,24.93,Picual,Cuajado,Franco-arcilloso,Bueno,2.6,1277.3,573.0,70.4,171.4,14.6,47.1,31,2.34,5242,0.78,1211,1.24,0.0
OLV_42_1502,Málaga,Tradicional,Secano,19.06,Hojiblanca,Cuajado,Franco,Bueno,10.0,347.1,389.0,47.4,66.0,17.8,39.6,74,0.96,4915,0.83,1348,0.16,0.0
OLV_42_1503,Jaén,Tradicional,Secano,30.98,Picual,Reposo,Franco,Moderado,8.8,2075.9,538.0,131.4,372.3,25.6,59.5,141,1.1,5089,0.88,1247,3.53,0.0
OLV_42_1504,Cadiz,Tradicional,Secano,25.2,Hojiblanca,Engorde,Arcilloso,Moderado,9.4,26.9,151.0,262.4,380.0,17.3,82.0,49,2.16,4912,0.77,1261,5.38,0.2476
OLV_42_1505,Jaén,Tradicional,Secano,32.59,Hojiblanca,Brotacion,Limoso,Bueno,3.9,1348.7,499.0,42.7,51.6,18.1,18.3,144,1.76,5108,0.82,1221,0.0,0.0
OLV_42_1506,Jaén,Tradicional,Secano,14.99,Picual,Floracion,Franco,Moderado,1.5,842.7,561.0,92.3,261.3,12.7,51.8,85,2.77,5272,0.85,1083,3.19,0.0
OLV_42_1507,Sevilla,Tradicional,Riego,4.62,Manzanilla,Engorde,Arcilloso,Moderado,8.7,1586.4,147.0,53.7,113.0,18.3,60.7,110,0.84,8208,0.75,1684,1.05,0.0
OLV_42_1508,Granada,Superintensivo,Secano,13.33,Cornicabra,Brotacion,Arenoso,Moderado,0.3,695.7,581.0,301.9,380.0,13.8,37.3,125,1.21,8665,0.83,1637,2.59,0.0
OLV_42_1509,Córdoba,Intensivo,Secano,18.18,Picual,Brotacion,Franco-arcilloso,Malo,5.9,2283.1,392.0,92.0,226.1,17.0,62.6,81,1.48,6722,0.84,1582,2.95,0.0
OLV_42_1510,Granada,Tradicional,Secano,9.43,Hojiblanca,Brotacion,Franco-arcilloso,Malo,5.4,256.2,738.0,318.6,380.0,19.5,82.0,112,2.99,5319,0.73,1173,5.4,0.0989
OLV_42_1511,Córdoba,Intensivo,Riego,48.04,Cornicabra,Floracion,Franco-arcilloso,Moderado,3.6,1879.5,514.0,42.3,146.3,15.6,28.7,43,0.96,12000,0.88,1738,0.0,0.0
OLV_42_1512,Málaga,Tradicional,Secano,34.3,Manzanilla,Floracion,Arenoso,Malo,10.7,1836.5,275.0,27.9,80.6,15.9,47.0,54,0.93,4577,0.81,1451,0.74,0.0
OLV_42_1513,Córdoba,Tradicional,Secano,7.95,Picual,Floracion,Franco,Moderado,2.7,271.5,134.0,155.5,380.0,16.3,67.8,91,2.77,5028,0.83,1263,3.13,0.1666
OLV_42_1514,Jaén,Tradicional,Secano,16.29,Picual,Engorde,Franco,Moderado,2.8,2346.0,531.0,60.0,183.0,16.2,38.3,107,0.92,5231,0.84,918,0.35,0.0
OLV_42_1515,Granada,Superintensivo,Secano,49.73,Picual,Cuajado,Arcilloso,Moderado,4.7,698.2,753.0,38.2,121.0,9.4,48.7,129,1.73,8269,0.81,1536,1.71,0.0
OLV_42_1516,Jaén,Intensivo,Secano,5.89,Picual,Floracion,Franco,Bueno,4.0,1696.3,407.0,140.9,262.2,19.8,56.1,129,2.22,6635,0.84,1649,2.46,0.0744
OLV_42_1517,Granada,Tradicional,Riego,48.3,Hojiblanca,Engorde,Franco,Malo,6.7,1054.6,725.0,29.9,93.0,15.8,49.4,46,2.6,8240,0.78,1354,0.24,0.0
OLV_42_1518,Sevilla,Intensivo,Secano,40.04,Picual,Engorde,Franco-arcilloso,Moderado,3.3,2073.4,231.0,59.5,81.2,20.3,47.4,124,2.54,6925,0.81,1572,0.24,0.0
OLV_42_1519,Jaén,Tradicional,Riego,26.29,Picual,Reposo,Arcilloso,Moderado,3.2,1196.0,530.0,46.0,142.9,13.8,58.2,142,1.98,9661,0.83,1287,2.93,0.0
OLV_42_1520,Jaén,Tradicional,Secano,26.76,Picual,Floracion,Arenoso,Moderado,3.3,1874.1,573.0,137.2,380.0,19.9,40.6,67,1.67,5109,0.83,1221,1.67,0.0381
OLV_42_1521,Jaén,Tradicional,Secano,40.51,Picual,Cuajado,Arenoso,Bueno,7.6,535.9,419.0,24.2,80.0,21.5,18.0,72,2.93,5538,0.91,1246,0.5,0.0
OLV_42_1522,Sevilla,Tradicional,Secano,29.0,Hojiblanca,Cuajado,Arenoso,Bueno,4.3,553.7,71.0,164.2,318.1,12.1,33.1,74,2.45,5338,0.81,1252,1.37,0.0
OLV_42_1523,Sevilla,Superintensivo,Secano,26.13,Manzanilla,Engorde,Franco,Bueno,0.7,1680.0,124.0,144.6,380.0,13.1,44.9,69,2.22,8231,0.73,1699,2.5,0.0536
OLV_42_1524,Granada,Superintensivo,Secano,31.34,Hojiblanca,Cuajado,Arcilloso,Malo,9.4,143.9,697.0,262.9,380.0,16.7,75.0,100,1.71,8317,0.79,1979,3.75,0.4001
OLV_42_1525,Málaga,Tradicional,Secano,30.59,Manzanilla,Brotacion,Arcilloso,Malo,6.6,135.1,294.0,228.3,380.0,13.7,82.0,140,2.75,5165,0.85,956,3.59,0.1254
OLV_42_1526,Córdoba,Tradicional,Riego,46.67,Picual,Cuajado,Franco-arcilloso,Moderado,4.0,1196.7,487.0,9.3,14.3,18.5,44.1,113,1.86,8525,0.77,1351,0.0,0.0
OLV_42_1527,Córdoba,Tradicional,Riego,24.02,Picual,Engorde,Franco-arcilloso,Moderado,6.3,646.2,270.0,289.4,380.0,20.6,61.4,39,2.48,8602,0.0,1244,3.61,0.1732
OLV_42_1528,Jaén,Tradicional,Secano,3.92,Picual,Floracion,Franco,Malo,2.3,1378.0,601.0,173.8,380.0,14.4,60.6,93,0.92,5630,0.85,1159,4.71,0.2915
OLV_42_1529,Jaén,Intensivo,Secano,47.77,Hojiblanca,Cuajado,Limoso,Moderado,10.7,1553.3,710.0,123.2,380.0,19.0,47.3,110,1.22,6594,0.79,1578,2.95,0.0536
OLV_42_1530,Jaén,Tradicional,Riego,32.35,Picual,Reposo,Franco-arcilloso,Moderado,2.9,2336.3,446.0,100.0,342.9,9.4,37.2,82,1.84,8938,0.83,1566,1.87,0.0
OLV_42_1531,Córdoba,Tradicional,Secano,43.38,Picual,Reposo,Franco,Bueno,3.7,1532.2,305.0,65.1,210.2,19.1,23.0,46,0.87,4996,0.82,1234,1.65,0.0
OLV_42_1532,Granada,Intensivo,Riego,11.23,Picual,Brotacion,Franco,Moderado,1.3,670.7,806.0,69.7,183.6,18.9,44.0,89,0.91,10559,0.82,1430,2.54,0.0
OLV_42_1533,Jaén,Tradicional,Secano,33.64,Picual,Floracion,Franco-arcilloso,Moderado,4.7,2102.0,489.0,79.0,91.6,10.9,46.0,134,2.04,5687,0.81,1119,1.58,0.0
OLV_42_1534,Sevilla,Superintensivo,Secano,44.68,Hojiblanca,Engorde,Franco,Bueno,4.7,747.3,37.0,135.4,380.0,15.6,37.6,30,1.2,8483,0.85,1615,3.71,0.0173
OLV_42_1535,Granada,Intensivo,Riego,38.74,Picual,Floracion,Arcilloso,Moderado,4.9,411.7,617.0,282.7,380.0,20.4,68.9,99,1.83,12000,0.81,1709,3.5,0.4092
OLV_42_1536,Jaén,Tradicional,Secano,20.55,Picual,Cuajado,Arcilloso,Bueno,5.6,1276.8,461.0,45.6,175.2,20.4,43.5,148,1.03,5117,0.82,1346,0.5,0.0
OLV_42_1537,Sevilla,Intensivo,Secano,43.03,Manzanilla,Reposo,Franco,Bueno,1.2,539.7,318.0,74.5,226.4,21.5,36.8,65,1.26,5743,0.78,1376,1.62,0.0
OLV_42_1538,Sevilla,Tradicional,Secano,2.06,Manzanilla,Brotacion,Arcilloso,Bueno,6.9,644.6,71.0,55.3,105.4,18.7,60.8,41,2.02,4521,0.77,1205,0.61,0.0
OLV_42_1539,Sevilla,Tradicional,Secano,38.11,Manzanilla,Reposo,Franco-arcilloso,Malo,9.8,104.6,107.0,36.4,50.8,16.9,51.3,78,1.73,4656,0.81,1083,0.65,0.0
OLV_42_1540,Málaga,Intensivo,Riego,15.2,Hojiblanca,Floracion,Arcilloso,Bueno,6.3,1265.4,339.0,92.0,155.1,12.4,33.0,66,0.93,11859,0.81,1745,1.1,0.0
OLV_42_1541,Córdoba,Tradicional,Secano,6.94,Picual,Engorde,Arcilloso,Bueno,5.4,2153.2,329.0,66.5,159.8,9.7,42.5,135,1.04,5569,0.8,1004,0.37,0.0
OLV_42_1542,Sevilla,Tradicional,Secano,25.77,Picual,Cuajado,Arenoso,Malo,8.7,1958.7,121.0,8.0,29.1,10.1,35.1,125,2.2,5183,0.82,1151,0.33,0.0
OLV_42_1543,Córdoba,Intensivo,Secano,23.25,Picual,Floracion,Franco-arcilloso,Bueno,0.0,1219.9,237.0,68.8,239.2,15.1,34.3,119,1.15,7063,0.81,1398,1.82,0.0
OLV_42_1544,Málaga,Tradicional,Secano,36.65,Manzanilla,Brotacion,Franco-arcilloso,Bueno,6.3,251.2,237.0,100.9,212.3,18.6,60.9,52,2.21,5185,0.78,1211,2.86,0.0
OLV_42_1545,Cadiz,Intensivo,Secano,6.05,Picual,Brotacion,Arcilloso,Moderado,0.7,1186.2,243.0,42.8,95.6,19.6,48.0,101,2.99,6949,0.8,1301,0.57,0.0
OLV_42_1546,Granada,Superintensivo,Riego,48.62,Arbequina,Cuajado,Franco-arcilloso,Moderado,7.7,76.9,739.0,139.8,285.4,20.4,58.8,149,2.26,12000,0.9,2010,3.68,0.1641
OLV_42_1547,Jaén,Tradicional,Secano,11.37,Picual,Brotacion,Franco-arcilloso,Moderado,6.6,1314.0,625.0,83.4,182.7,11.1,61.5,81,1.9,5464,0.82,1031,1.86,0.0
OLV_42_1548,Córdoba,Tradicional,Secano,20.29,Manzanilla,Engorde,Arenoso,Bueno,10.0,1146.0,328.0,267.2,380.0,12.9,24.5,71,0.89,5009,0.8,1293,0.92,0.0
OLV_42_1549,Sevilla,Intensivo,Riego,17.73,Hojiblanca,Cuajado,Franco-arcilloso,Moderado,4.4,486.2,174.0,35.0,117.3,10.0,59.3,49,1.66,10327,0.79,1784,0.7,0.0
OLV_42_1550,Córdoba,Intensivo,Riego,33.24,Hojiblanca,Floracion,Franco,Moderado,2.4,1191.3,248.0,59.0,219.5,9.6,48.0,40,0.96,11764,0.83,1538,2.13,0.0
OLV_42_1551,Cadiz,Tradicional,Riego,47.5,Hojiblanca,Floracion,Arenoso,Malo,0.8,2384.5,14.0,68.3,205.4,21.8,25.7,136,2.81,9082,0.75,1405,0.75,0.0
OLV_42_1552,Córdoba,Intensivo,Riego,26.86,Picual,Floracion,Arenoso,Bueno,1.7,1392.5,428.0,146.8,380.0,18.7,25.0,111,2.74,10815,0.79,1555,1.72,0.031
OLV_42_1553,Jaén,Tradicional,Secano,3.42,Picual,Brotacion,Franco-arcilloso,Bueno,2.9,1058.9,621.0,72.7,247.6,15.0,34.2,91,2.15,5667,0.85,1151,1.57,0.0
OLV_42_1554,Málaga,Intensivo,Secano,23.73,Arbequina,Engorde,Arcilloso,Bueno,3.5,927.0,235.0,85.6,170.5,18.3,56.6,99,2.1,6427,0.91,1455,1.84,0.0
OLV_42_1555,Jaén,Tradicional,Riego,47.81,Picual,Floracion,Limoso,Moderado,3.5,592.9,419.0,102.4,140.3,12.3,56.6,136,2.57,8929,0.84,1341,1.79,0.0
OLV_42_1556,Córdoba,Tradicional,Secano,24.08,Picual,Floracion,Arenoso,Bueno,3.8,269.5,406.0,17.0,36.6,14.6,23.4,93,1.23,28055,0.78,984,0.0,0.0
OLV_42_1557,Sevilla,Intensivo,Riego,26.37,Hojiblanca,Reposo,Limoso,Malo,2.9,706.7,259.0,23.0,32.8,12.8,28.3,126,2.5,12000,0.79,1327,0.36,0.0
OLV_42_1558,Jaén,Tradicional,Secano,16.25,Picual,Cuajado,Arenoso,Malo,17.7,373.3,361.0,37.3,44.9,20.0,29.5,147,2.28,5036,0.84,1623,0.23,0.0
OLV_42_1559,Granada,Superintensivo,Riego,37.05,Picual,Engorde,Franco-arcilloso,Bueno,6.6,970.8,745.0,54.3,148.0,17.0,36.3,67,2.13,12000,0.78,1993,0.34,0.0
OLV_42_1560,Cadiz,Intensivo,Secano,10.28,Hojiblanca,Engorde,Franco,Bueno,7.4,1225.5,125.0,66.0,119.5,18.8,40.0,104,1.48,6266,0.81,1392,0.0,0.0
OLV_42_1561,Jaén,Tradicional,Secano,15.73,Picual,Engorde,Franco-arcilloso,Moderado,6.0,267.0,425.0,261.7,380.0,15.1,57.4,120,1.08,5198,0.82,1146,3.45,0.1005
OLV_42_1562,Granada,Intensivo,Secano,23.86,Picual,Brotacion,Arenoso,Moderado,1.3,2069.9,628.0,16.5,28.4,16.8,36.4,82,1.32,6554,0.82,1341,0.0,0.0
OLV_42_1563,Málaga,Tradicional,Riego,14.87,Arbequina,Cuajado,Limoso,Bueno,2.0,1782.8,203.0,21.4,48.3,18.0,42.0,82,1.98,8823,0.89,1391,0.0,0.0
OLV_42_1564,Sevilla,Superintensivo,Riego,29.15,Manzanilla,Brotacion,Franco,Moderado,0.1,605.6,0.0,49.6,142.1,14.7,54.5,87,1.22,12000,0.73,1771,1.02,0.0
OLV_42_1565,Sevilla,Intensivo,Secano,12.14,Hojiblanca,Reposo,Limoso,Malo,12.3,23.2,132.0,194.0,289.0,11.7,70.2,139,0.81,6444,0.77,1695,4.88,0.0163
OLV_42_1566,Córdoba,Intensivo,Riego,28.85,Cornicabra,Brotacion,Franco,Malo,1.6,1619.2,270.0,108.7,380.0,12.6,72.6,68,1.06,12000,0.83,1633,3.6,0.053
OLV_42_1567,Málaga,Tradicional,Secano,46.59,Hojiblanca,Reposo,Arcilloso,Malo,7.9,183.4,376.0,26.8,97.5,12.6,71.5,120,1.68,5236,0.81,1296,0.54,0.0
OLV_42_1568,Sevilla,Tradicional,Secano,39.33,Hojiblanca,Reposo,Arenoso,Bueno,7.0,269.6,100.0,178.2,266.5,14.4,35.1,67,1.18,5095,0.8,1327,2.41,0.0
OLV_42_1569,Jaén,Intensivo,Secano,12.41,Picual,Engorde,Arcilloso,Malo,8.0,1182.4,551.0,199.8,328.5,15.1,70.7,68,2.77,6421,0.8,1341,5.32,0.2584
OLV_42_1570,Granada,Tradicional,Riego,26.32,Picual,Engorde,Limoso,Bueno,5.7,181.5,705.0,39.2,44.2,18.2,34.8,78,2.29,9895,0.88,1321,1.17,0.0
OLV_42_1571,Málaga,Tradicional,Secano,22.8,Hojiblanca,Floracion,Arenoso,Malo,4.6,1302.4,288.0,215.5,380.0,23.3,37.9,100,1.07,5322,0.78,990,2.78,0.0215
OLV_42_1572,Jaén,Tradicional,Secano,20.96,Hojiblanca,Reposo,Franco,Malo,8.6,1168.7,541.0,105.8,354.7,21.5,61.0,108,1.93,5184,0.8,1186,3.27,0.0
OLV_42_1573,Málaga,Intensivo,Riego,34.52,Hojiblanca,Cuajado,Arenoso,Moderado,5.9,2359.0,400.0,59.9,218.7,17.2,27.1,114,1.55,9951,0.8,1673,0.44,0.0
OLV_42_1574,Sevilla,Tradicional,Secano,16.89,Cornicabra,Engorde,Franco,Malo,4.8,1606.2,293.0,78.6,165.3,11.6,64.4,135,2.76,5673,0.83,1196,2.25,0.0
OLV_42_1575,Sevilla,Intensivo,Secano,42.76,Hojiblanca,Reposo,Arenoso,Malo,1.3,2022.0,241.0,44.0,93.6,19.4,44.6,33,2.63,6827,0.8,1555,0.21,0.0
OLV_42_1576,Jaén,Tradicional,Secano,25.21,Picual,Brotacion,Arenoso,Moderado,6.7,1889.6,403.0,183.4,310.1,14.1,31.2,118,1.12,5355,0.82,1277,1.36,0.0
OLV_42_1577,Sevilla,Tradicional,Secano,6.51,Hojiblanca,Floracion,Franco,Moderado,6.7,1148.1,85.0,59.5,212.5,13.5,38.9,84,1.02,5747,0.83,1258,1.3,0.0
OLV_42_1578,Córdoba,Tradicional,Secano,38.52,Hojiblanca,Cuajado,Arcilloso,Malo,4.2,598.1,301.0,135.9,380.0,17.8,64.7,124,0.82,5012,0.76,1041,4.47,0.1928
OLV_42_1579,Málaga,Superintensivo,Riego,25.21,Picual,Floracion,Limoso,Bueno,7.0,920.5,336.0,181.8,380.0,8.0,50.1,122,0.84,12000,0.83,2220,2.87,0.1252
OLV_42_1580,Córdoba,Tradicional,Secano,39.79,Picual,Reposo,Limoso,Moderado,7.5,2220.5,344.0,208.3,380.0,18.5,69.1,145,2.43,5108,0.9,1242,3.14,0.0
OLV_42_1581,Cadiz,Tradicional,Secano,29.83,Manzanilla,Reposo,Limoso,Moderado,4.2,2218.2,163.0,56.9,81.5,13.3,41.5,136,2.57,5378,0.82,1157,0.0,0.0
OLV_42_1582,Córdoba,Tradicional,Riego,21.3,Picual,Engorde,Franco-arcilloso,Moderado,5.0,683.3,375.0,114.4,380.0,21.2,81.4,65,2.12,9126,0.84,1533,3.33,0.0564
OLV_42_1583,Sevilla,Tradicional,Secano,6.92,Manzanilla,Cuajado,Franco-arcilloso,Malo,2.9,881.2,158.0,80.9,252.4,13.2,74.2,109,2.42,5409,0.76,1296,2.4,0.0
OLV_42_1584,Jaén,Intensivo,Secano,7.34,Picual,Cuajado,Limoso,Malo,7.0,304.8,539.0,135.8,320.4,15.7,75.7,57,1.91,6671,0.76,1328,3.55,0.3644
OLV_42_1585,Sevilla,Tradicional,Secano,14.66,Manzanilla,Reposo,Franco,Bueno,6.7,1246.7,92.0,141.3,282.5,19.0,43.0,46,1.94,4526,0.71,1167,3.06,0.0
OLV_42_1586,Sevilla,Intensivo,Riego,38.53,Hojiblanca,Reposo,Arcilloso,Moderado,3.4,81.1,143.0,264.7,380.0,22.0,81.2,148,1.13,10987,0.74,1670,4.16,0.0676
OLV_42_1587,Córdoba,Tradicional,Riego,12.31,Cornicabra,Engorde,Arcilloso,Moderado,6.8,810.3,318.0,26.6,90.2,11.9,33.6,56,2.0,8841,0.83,1302,0.0,0.0
OLV_42_1588,Jaén,Tradicional,Secano,28.16,Picual,Engorde,Limoso,Malo,7.7,34.0,586.0,135.8,171.6,19.5,81.7,69,2.35,4946,0.82,1289,2.92,0.0214
OLV_42_1589,Jaén,Tradicional,Secano,35.22,Manzanilla,Cuajado,Franco-arcilloso,Malo,6.0,512.3,358.0,120.8,136.7,12.1,65.8,145,1.13,4728,0.74,1120,5.17,0.0
OLV_42_1590,Córdoba,Intensivo,Riego,42.85,Cornicabra,Reposo,Arenoso,Moderado,5.1,492.0,255.0,63.8,212.7,12.3,30.2,101,2.92,10729,0.82,1635,1.43,0.0
OLV_42_1591,Sevilla,Tradicional,Riego,34.43,Arbequina,Brotacion,Franco-arcilloso,Moderado,4.3,2046.0,86.0,273.1,313.2,15.0,70.1,143,1.61,9511,0.87,1239,3.79,0.0647
OLV_42_1592,Granada,Tradicional,Secano,9.15,Cornicabra,Engorde,Limoso,Moderado,4.4,602.3,622.0,40.8,150.3,10.8,62.3,67,1.37,5225,0.84,862,1.25,0.0
OLV_42_1593,Sevilla,Intensivo,Secano,34.77,Manzanilla,Floracion,Limoso,Malo,3.2,488.9,102.0,33.1,128.2,14.0,66.6,114,1.97,6533,0.75,1383,1.57,0.0
OLV_42_1594,Jaén,Tradicional,Secano,12.34,Picual,Cuajado,Arcilloso,Moderado,4.8,83.2,630.0,193.7,380.0,21.0,81.4,141,2.68,5572,0.92,1230,4.54,0.2395
